student_id,age,gender,major,monthly_income,category,amount,necessity,payment_type,date
638,25,Non-binary,Economics,1381,transport,88,No,Card,2026-01-23
639,18,Non-binary,Biology,929,transport,73,No,UPI,2026-01-24
640,24,Male,Biology,1245,transport,128,No,Card,2026-01-25
641,20,Female,Economics,691,transport,53,No,UPI,2026-01-26
642,24,Female,Psychology,1326,transport,166,No,Card,2026-01-27
643,18,Non-binary,Psychology,1000,transport,104,No,UPI,2026-01-28
644,25,Male,Computer Science,592,transport,93,No,Card,2026-01-01
645,22,Male,Economics,1227,transport,199,No,UPI,2026-01-02
646,20,Female,Engineering,575,transport,66,No,Card,2026-01-03
647,19,Female,Engineering,1298,transport,168,No,UPI,2026-01-04
648,23,Male,Engineering,1141,transport,184,No,Card,2026-01-05
649,25,Male,Biology,703,transport,100,No,UPI,2026-01-06
650,23,Female,Economics,929,transport,83,No,Card,2026-01-07
651,23,Non-binary,Engineering,1415,transport,157,No,UPI,2026-01-08
652,18,Non-binary,Engineering,1359,transport,193,No,Card,2026-01-09
653,23,Male,Biology,1162,transport,117,No,UPI,2026-01-10
654,18,Female,Biology,663,transport,89,No,Card,2026-01-11
655,18,Non-binary,Economics,1432,transport,108,No,UPI,2026-01-12
656,20,Non-binary,Computer Science,663,transport,147,No,Card,2026-01-13
657,18,Non-binary,Economics,1327,transport,153,No,UPI,2026-01-14
658,22,Male,Psychology,1045,transport,71,No,Card,2026-01-15
659,21,Male,Computer Science,619,transport,89,No,UPI,2026-01-16
660,21,Non-binary,Economics,815,transport,84,No,Card,2026-01-17
661,20,Non-binary,Biology,728,transport,139,No,UPI,2026-01-18
662,21,Male,Economics,941,transport,135,No,Card,2026-01-19
663,18,Male,Psychology,1176,transport,60,No,UPI,2026-01-20
664,22,Non-binary,Computer Science,1092,transport,93,No,Card,2026-01-21
665,18,Female,Biology,1439,transport,86,No,UPI,2026-01-22
666,22,Male,Economics,816,transport,101,No,Card,2026-01-23
667,18,Male,Biology,1413,transport,71,No,UPI,2026-01-24
668,24,Female,Biology,1076,transport,99,No,Card,2026-01-25
669,21,Female,Economics,559,transport,103,No,UPI,2026-01-26
670,23,Male,Engineering,1144,transport,130,No,Card,2026-01-27
671,20,Non-binary,Psychology,1296,transport,69,No,UPI,2026-01-28
672,24,Male,Engineering,958,transport,156,No,Card,2026-01-01
673,25,Male,Economics,775,transport,182,No,UPI,2026-01-02
674,25,Non-binary,Economics,1483,transport,168,No,Card,2026-01-03
675,19,Male,Biology,1304,transport,102,No,UPI,2026-01-04
676,24,Female,Biology,1400,transport,163,No,Card,2026-01-05
677,24,Non-binary,Computer Science,1440,transport,75,No,UPI,2026-01-06
678,22,Female,Economics,1460,transport,62,No,Card,2026-01-07
679,20,Non-binary,Biology,1379,transport,119,No,UPI,2026-01-08
680,18,Female,Computer Science,942,transport,50,No,Card,2026-01-09
681,25,Non-binary,Biology,740,transport,83,No,UPI,2026-01-10
682,18,Female,Psychology,1186,transport,111,No,Card,2026-01-11
683,23,Male,Biology,731,transport,74,No,UPI,2026-01-12
684,20,Male,Economics,1347,transport,98,No,Card,2026-01-13
685,19,Female,Biology,1085,transport,182,No,UPI,2026-01-14
686,22,Male,Biology,665,transport,50,No,Card,2026-01-15
687,22,Male,Economics,1422,transport,148,No,UPI,2026-01-16
688,24,Male,Biology,1366,transport,127,No,Card,2026-01-17
689,21,Female,Engineering,714,transport,66,No,UPI,2026-01-18
690,25,Male,Psychology,1259,transport,94,No,Card,2026-01-19
691,19,Female,Economics,975,transport,179,No,UPI,2026-01-20
692,24,Female,Engineering,1420,transport,190,No,Card,2026-01-21
693,24,Non-binary,Engineering,604,transport,66,No,UPI,2026-01-22
694,25,Non-binary,Economics,1250,transport,98,No,Card,2026-01-23
695,20,Non-binary,Computer Science,567,transport,96,No,UPI,2026-01-24
696,25,Female,Computer Science,546,transport,100,No,Card,2026-01-25
697,18,Non-binary,Economics,1169,transport,83,No,UPI,2026-01-26
698,23,Non-binary,Economics,834,transport,88,No,Card,2026-01-27
699,19,Non-binary,Computer Science,1117,transport,87,No,UPI,2026-01-28
700,25,Male,Economics,677,transport,52,No,Card,2026-01-01
701,20,Non-binary,Engineering,1433,transport,77,No,UPI,2026-01-02
702,20,Female,Biology,889,transport,82,No,Card,2026-01-03
703,21,Male,Biology,670,transport,146,No,UPI,2026-01-04
704,19,Male,Economics,645,transport,69,No,Card,2026-01-05
705,21,Female,Psychology,1107,transport,124,No,UPI,2026-01-06
706,22,Female,Psychology,750,transport,191,No,Card,2026-01-07
707,21,Male,Biology,654,transport,56,No,UPI,2026-01-08
708,20,Male,Psychology,1141,transport,83,No,Card,2026-01-09
709,22,Female,Biology,811,transport,120,No,UPI,2026-01-10
710,23,Female,Engineering,1452,transport,77,No,Card,2026-01-11
711,20,Non-binary,Psychology,1255,transport,68,No,UPI,2026-01-12
712,24,Female,Computer Science,737,transport,111,No,Card,2026-01-13
713,25,Male,Engineering,1419,transport,148,No,UPI,2026-01-14
714,23,Non-binary,Computer Science,815,transport,165,No,Card,2026-01-15
715,25,Male,Engineering,1034,transport,110,No,UPI,2026-01-16
716,24,Non-binary,Computer Science,1022,transport,167,No,Card,2026-01-17
717,23,Female,Biology,1341,transport,122,No,UPI,2026-01-18
718,20,Female,Engineering,999,transport,119,No,Card,2026-01-19
719,21,Male,Psychology,1218,transport,131,No,UPI,2026-01-20
720,24,Male,Economics,1332,transport,199,No,Card,2026-01-21
721,20,Non-binary,Biology,903,transport,60,No,UPI,2026-01-22
722,25,Non-binary,Biology,932,transport,61,No,Card,2026-01-23
723,21,Female,Biology,634,transport,193,No,UPI,2026-01-24
724,25,Male,Biology,553,transport,68,No,Card,2026-01-25
725,21,Male,Economics,547,transport,123,No,UPI,2026-01-26
726,18,Male,Computer Science,867,transport,165,No,Card,2026-01-27
727,20,Male,Economics,863,transport,66,No,UPI,2026-01-28
728,25,Non-binary,Biology,603,transport,126,No,Card,2026-01-01
729,21,Female,Computer Science,1480,transport,100,No,UPI,2026-01-02
730,18,Male,Engineering,522,transport,80,No,Card,2026-01-03
731,22,Female,Biology,1376,transport,159,No,UPI,2026-01-04
732,22,Non-binary,Computer Science,1195,transport,117,No,Card,2026-01-05
733,24,Non-binary,Psychology,1223,transport,50,No,UPI,2026-01-06
734,21,Female,Computer Science,613,transport,57,No,Card,2026-01-07
735,25,Non-binary,Engineering,844,transport,189,No,UPI,2026-01-08
736,24,Female,Computer Science,620,transport,144,No,Card,2026-01-09
737,22,Male,Psychology,983,transport,103,No,UPI,2026-01-10
738,25,Male,Biology,996,transport,121,No,Card,2026-01-11
739,18,Male,Engineering,1106,transport,166,No,UPI,2026-01-12
740,23,Non-binary,Engineering,1032,transport,176,No,Card,2026-01-13
741,20,Female,Biology,1419,transport,151,No,UPI,2026-01-14
742,22,Male,Economics,610,transport,164,No,Card,2026-01-15
743,19,Female,Economics,1449,transport,57,No,UPI,2026-01-16
744,25,Male,Engineering,1270,transport,132,No,Card,2026-01-17
745,18,Non-binary,Computer Science,770,transport,55,No,UPI,2026-01-18
746,25,Non-binary,Psychology,911,transport,122,No,Card,2026-01-19
747,18,Female,Biology,1303,transport,183,No,UPI,2026-01-20
748,19,Non-binary,Engineering,1367,transport,162,No,Card,2026-01-21
749,25,Non-binary,Computer Science,509,transport,153,No,UPI,2026-01-22
750,22,Male,Engineering,804,transport,173,No,Card,2026-01-23
751,23,Female,Computer Science,1268,transport,187,No,UPI,2026-01-24
752,22,Non-binary,Engineering,1492,transport,186,No,Card,2026-01-25
753,23,Non-binary,Biology,1402,transport,138,No,UPI,2026-01-26
754,24,Non-binary,Psychology,673,transport,103,No,Card,2026-01-27
755,22,Female,Biology,1174,transport,191,No,UPI,2026-01-28
756,20,Female,Biology,635,transport,196,No,Card,2026-01-01
757,23,Male,Engineering,792,transport,100,No,UPI,2026-01-02
758,22,Non-binary,Biology,998,transport,71,No,Card,2026-01-03
759,21,Non-binary,Biology,866,transport,100,No,UPI,2026-01-04
760,23,Non-binary,Biology,1408,transport,168,No,Card,2026-01-05
761,25,Non-binary,Biology,732,transport,154,No,UPI,2026-01-06
762,18,Non-binary,Engineering,1107,transport,131,No,Card,2026-01-07
763,24,Female,Engineering,1165,transport,196,No,UPI,2026-01-08
764,19,Female,Computer Science,1316,transport,185,No,Card,2026-01-09
765,21,Non-binary,Psychology,1471,transport,180,No,UPI,2026-01-10
766,18,Non-binary,Psychology,536,transport,128,No,Card,2026-01-11
767,21,Male,Economics,1045,transport,164,No,UPI,2026-01-12
768,24,Non-binary,Biology,609,transport,68,No,Card,2026-01-13
769,20,Male,Psychology,581,transport,86,No,UPI,2026-01-14
770,20,Female,Biology,1106,transport,175,No,Card,2026-01-15
771,22,Non-binary,Psychology,1316,transport,69,No,UPI,2026-01-16
772,19,Non-binary,Computer Science,574,transport,82,No,Card,2026-01-17
773,19,Male,Biology,1115,transport,161,No,UPI,2026-01-18
774,25,Male,Engineering,1257,transport,147,No,Card,2026-01-19
775,23,Male,Economics,1069,transport,83,No,UPI,2026-01-20
776,22,Non-binary,Biology,757,transport,69,No,Card,2026-01-21
777,21,Non-binary,Psychology,794,transport,73,No,UPI,2026-01-22
778,22,Male,Computer Science,1139,transport,126,No,Card,2026-01-23
779,23,Non-binary,Engineering,598,transport,130,No,UPI,2026-01-24
780,21,Female,Economics,514,transport,92,No,Card,2026-01-25
781,23,Male,Psychology,1479,transport,103,No,UPI,2026-01-26
782,24,Non-binary,Biology,633,transport,128,No,Card,2026-01-27
783,25,Non-binary,Biology,1437,transport,104,No,UPI,2026-01-28
784,22,Male,Biology,1135,transport,115,No,Card,2026-01-01
785,21,Female,Engineering,1433,transport,123,No,UPI,2026-01-02
786,20,Female,Computer Science,824,transport,127,No,Card,2026-01-03
787,24,Male,Psychology,967,transport,107,No,UPI,2026-01-04
788,25,Male,Economics,1126,transport,159,No,Card,2026-01-05
789,21,Female,Psychology,885,transport,66,No,UPI,2026-01-06
790,25,Non-binary,Psychology,525,transport,148,No,Card,2026-01-07
791,20,Male,Psychology,1009,transport,117,No,UPI,2026-01-08
792,18,Non-binary,Psychology,1478,transport,77,No,Card,2026-01-09
793,19,Male,Computer Science,547,transport,58,No,UPI,2026-01-10
794,22,Female,Psychology,549,transport,167,No,Card,2026-01-11
795,25,Female,Engineering,1326,transport,91,No,UPI,2026-01-12
796,21,Male,Psychology,761,transport,53,No,Card,2026-01-13
797,25,Non-binary,Computer Science,1344,transport,167,No,UPI,2026-01-14
798,22,Male,Biology,895,transport,157,No,Card,2026-01-15
799,23,Non-binary,Economics,1036,transport,134,No,UPI,2026-01-16
800,22,Non-binary,Computer Science,664,transport,75,No,Card,2026-01-17
801,22,Non-binary,Computer Science,1403,transport,129,No,UPI,2026-01-18
802,23,Male,Engineering,1094,transport,90,No,Card,2026-01-19
803,24,Female,Computer Science,789,transport,128,No,UPI,2026-01-20
804,25,Non-binary,Biology,587,transport,171,No,Card,2026-01-21
805,23,Male,Biology,509,transport,156,No,UPI,2026-01-22
806,19,Male,Computer Science,1382,transport,180,No,Card,2026-01-23
807,25,Non-binary,Engineering,1301,transport,115,No,UPI,2026-01-24
808,23,Non-binary,Engineering,777,transport,181,No,Card,2026-01-25
809,19,Male,Psychology,505,transport,143,No,UPI,2026-01-26
810,24,Female,Engineering,866,transport,181,No,Card,2026-01-27
811,19,Male,Biology,1329,transport,92,No,UPI,2026-01-28
812,20,Non-binary,Economics,1372,transport,144,No,Card,2026-01-01
813,24,Male,Economics,1004,transport,118,No,UPI,2026-01-02
814,23,Non-binary,Biology,1415,transport,167,No,Card,2026-01-03
815,20,Female,Psychology,639,transport,120,No,UPI,2026-01-04
816,19,Male,Economics,1397,transport,123,No,Card,2026-01-05
817,18,Female,Economics,935,transport,122,No,UPI,2026-01-06
818,18,Non-binary,Computer Science,882,transport,153,No,Card,2026-01-07
819,20,Female,Psychology,1398,transport,181,No,UPI,2026-01-08
820,24,Non-binary,Biology,1461,transport,127,No,Card,2026-01-09
821,24,Male,Engineering,1430,transport,89,No,UPI,2026-01-10
822,22,Non-binary,Biology,953,transport,56,No,Card,2026-01-11
823,19,Male,Psychology,1456,transport,177,No,UPI,2026-01-12
824,22,Female,Computer Science,892,transport,85,No,Card,2026-01-13
825,20,Non-binary,Psychology,539,transport,107,No,UPI,2026-01-14
826,25,Non-binary,Economics,1024,transport,112,No,Card,2026-01-15
827,22,Female,Biology,1405,transport,52,No,UPI,2026-01-16
828,21,Male,Biology,691,transport,58,No,Card,2026-01-17
829,19,Female,Biology,1157,transport,77,No,UPI,2026-01-18
830,21,Non-binary,Computer Science,555,transport,195,No,Card,2026-01-19
831,25,Non-binary,Biology,1245,transport,99,No,UPI,2026-01-20
832,25,Male,Biology,1227,transport,137,No,Card,2026-01-21
833,18,Female,Biology,825,transport,75,No,UPI,2026-01-22
834,18,Female,Economics,1359,transport,190,No,Card,2026-01-23
835,22,Male,Economics,556,transport,130,No,UPI,2026-01-24
836,20,Non-binary,Biology,1110,transport,62,No,Card,2026-01-25
837,21,Non-binary,Engineering,518,transport,97,No,UPI,2026-01-26
838,19,Male,Engineering,932,transport,84,No,Card,2026-01-27
839,22,Female,Computer Science,683,transport,155,No,UPI,2026-01-28
840,24,Male,Economics,1397,transport,83,No,Card,2026-01-01
841,24,Non-binary,Biology,1201,transport,83,No,UPI,2026-01-02
842,22,Non-binary,Psychology,1402,transport,193,No,Card,2026-01-03
843,25,Male,Economics,844,transport,71,No,UPI,2026-01-04
844,19,Female,Biology,1366,transport,163,No,Card,2026-01-05
845,19,Male,Biology,923,transport,110,No,UPI,2026-01-06
846,21,Non-binary,Biology,542,transport,160,No,Card,2026-01-07
847,23,Female,Biology,1130,transport,160,No,UPI,2026-01-08
848,23,Non-binary,Biology,848,transport,167,No,Card,2026-01-09
849,19,Female,Engineering,1022,transport,73,No,UPI,2026-01-10
850,23,Non-binary,Economics,1189,transport,52,No,Card,2026-01-11
851,18,Female,Economics,771,transport,173,No,UPI,2026-01-12
852,25,Non-binary,Computer Science,1280,transport,54,No,Card,2026-01-13
853,21,Male,Biology,933,transport,123,No,UPI,2026-01-14
854,24,Female,Computer Science,1257,transport,107,No,Card,2026-01-15
855,24,Female,Computer Science,1313,transport,190,No,UPI,2026-01-16
856,21,Male,Engineering,1034,transport,179,No,Card,2026-01-17
857,19,Male,Psychology,669,transport,78,No,UPI,2026-01-18
858,19,Non-binary,Computer Science,728,transport,178,No,Card,2026-01-19
859,18,Male,Economics,569,transport,118,No,UPI,2026-01-20
860,19,Male,Engineering,960,transport,128,No,Card,2026-01-21
861,18,Male,Computer Science,1288,transport,65,No,UPI,2026-01-22
862,22,Female,Engineering,556,transport,145,No,Card,2026-01-23
863,23,Male,Engineering,1413,transport,194,No,UPI,2026-01-24
864,25,Non-binary,Biology,957,transport,150,No,Card,2026-01-25
865,24,Non-binary,Engineering,1084,transport,89,No,UPI,2026-01-26
866,22,Male,Psychology,1270,transport,160,No,Card,2026-01-27
867,24,Female,Computer Science,845,transport,51,No,UPI,2026-01-28
868,21,Female,Economics,1423,transport,157,No,Card,2026-01-01
869,19,Male,Engineering,683,transport,186,No,UPI,2026-01-02
870,21,Non-binary,Psychology,1309,transport,197,No,Card,2026-01-03
871,25,Male,Economics,888,transport,121,No,UPI,2026-01-04
872,24,Male,Psychology,1496,transport,140,No,Card,2026-01-05
873,25,Male,Economics,965,transport,88,No,UPI,2026-01-06
874,20,Female,Biology,1329,transport,131,No,Card,2026-01-07
875,21,Female,Engineering,1021,transport,99,No,UPI,2026-01-08
876,18,Male,Biology,501,transport,142,No,Card,2026-01-09
877,21,Female,Engineering,1223,transport,157,No,UPI,2026-01-10
878,19,Male,Psychology,1495,transport,126,No,Card,2026-01-11
879,25,Male,Engineering,862,transport,54,No,UPI,2026-01-12
880,25,Male,Economics,1037,transport,176,No,Card,2026-01-13
881,19,Male,Engineering,505,transport,181,No,UPI,2026-01-14
882,24,Female,Psychology,1193,transport,75,No,Card,2026-01-15
883,18,Non-binary,Psychology,1452,transport,65,No,UPI,2026-01-16
884,24,Non-binary,Psychology,1422,transport,115,No,Card,2026-01-17
885,25,Male,Biology,717,transport,105,No,UPI,2026-01-18
886,24,Female,Economics,1333,transport,183,No,Card,2026-01-19
887,24,Female,Psychology,978,transport,146,No,UPI,2026-01-20
888,25,Male,Biology,1141,transport,121,No,Card,2026-01-21
889,22,Male,Biology,1399,transport,93,No,UPI,2026-01-22
890,24,Male,Psychology,1200,transport,51,No,Card,2026-01-23
891,21,Non-binary,Economics,1053,transport,139,No,UPI,2026-01-24
892,25,Non-binary,Biology,1118,transport,149,No,Card,2026-01-25
893,21,Male,Biology,1094,transport,172,No,UPI,2026-01-26
894,21,Non-binary,Psychology,1252,transport,126,No,Card,2026-01-27
895,18,Male,Psychology,686,transport,191,No,UPI,2026-01-28
896,18,Male,Economics,513,transport,161,No,Card,2026-01-01
897,25,Male,Biology,1174,transport,163,No,UPI,2026-01-02
898,24,Non-binary,Psychology,1224,transport,101,No,Card,2026-01-03
899,23,Non-binary,Biology,975,transport,134,No,UPI,2026-01-04
900,18,Male,Engineering,1435,transport,139,No,Card,2026-01-05
901,22,Male,Engineering,894,transport,144,No,UPI,2026-01-06
902,21,Non-binary,Economics,1168,transport,196,No,Card,2026-01-07
903,25,Male,Computer Science,1482,transport,125,No,UPI,2026-01-08
904,19,Non-binary,Psychology,1385,transport,170,No,Card,2026-01-09
905,20,Male,Computer Science,1476,transport,73,No,UPI,2026-01-10
906,22,Female,Economics,812,transport,87,No,Card,2026-01-11
907,18,Male,Psychology,1191,transport,62,No,UPI,2026-01-12
908,20,Male,Economics,1440,transport,142,No,Card,2026-01-13
909,24,Female,Biology,1447,transport,113,No,UPI,2026-01-14
910,21,Female,Computer Science,1030,transport,99,No,Card,2026-01-15
911,23,Female,Engineering,1034,transport,116,No,UPI,2026-01-16
912,20,Female,Economics,1406,transport,94,No,Card,2026-01-17
913,21,Non-binary,Biology,1086,transport,53,No,UPI,2026-01-18
914,25,Female,Psychology,1334,transport,129,No,Card,2026-01-19
915,25,Female,Engineering,507,transport,107,No,UPI,2026-01-20
916,21,Male,Engineering,1483,transport,90,No,Card,2026-01-21
917,20,Non-binary,Economics,888,transport,182,No,UPI,2026-01-22
918,23,Non-binary,Economics,1204,transport,120,No,Card,2026-01-23
919,23,Male,Economics,1047,transport,197,No,UPI,2026-01-24
920,21,Male,Psychology,1279,transport,136,No,Card,2026-01-25
921,19,Female,Economics,613,transport,99,No,UPI,2026-01-26
922,18,Male,Computer Science,1280,transport,99,No,Card,2026-01-27
923,25,Male,Economics,696,transport,162,No,UPI,2026-01-28
924,20,Female,Economics,1191,transport,152,No,Card,2026-01-01
925,24,Female,Biology,1287,transport,98,No,UPI,2026-01-02
926,23,Female,Engineering,1391,transport,108,No,Card,2026-01-03
927,23,Non-binary,Economics,1345,transport,132,No,UPI,2026-01-04
928,19,Non-binary,Computer Science,1344,transport,142,No,Card,2026-01-05
929,23,Non-binary,Economics,779,transport,94,No,UPI,2026-01-06
930,23,Female,Economics,1123,transport,141,No,Card,2026-01-07
931,22,Male,Economics,1038,transport,133,No,UPI,2026-01-08
932,22,Female,Computer Science,595,transport,79,No,Card,2026-01-09
933,25,Non-binary,Engineering,1345,transport,101,No,UPI,2026-01-10
934,19,Non-binary,Computer Science,534,transport,196,No,Card,2026-01-11
935,24,Non-binary,Computer Science,1176,transport,93,No,UPI,2026-01-12
936,20,Non-binary,Biology,836,transport,149,No,Card,2026-01-13
937,18,Female,Biology,1047,transport,195,No,UPI,2026-01-14
938,24,Female,Engineering,865,transport,115,No,Card,2026-01-15
939,18,Non-binary,Psychology,1148,transport,159,No,UPI,2026-01-16
940,21,Female,Engineering,696,transport,133,No,Card,2026-01-17
941,19,Female,Economics,778,transport,171,No,UPI,2026-01-18
942,22,Non-binary,Psychology,1140,transport,183,No,Card,2026-01-19
943,22,Female,Computer Science,557,transport,158,No,UPI,2026-01-20
944,24,Male,Computer Science,948,transport,181,No,Card,2026-01-21
945,24,Female,Engineering,1249,transport,182,No,UPI,2026-01-22
946,24,Non-binary,Economics,1092,transport,158,No,Card,2026-01-23
947,20,Female,Computer Science,717,transport,194,No,UPI,2026-01-24
948,19,Female,Computer Science,857,transport,95,No,Card,2026-01-25
949,18,Non-binary,Biology,1021,transport,161,No,UPI,2026-01-26
950,22,Female,Psychology,1056,transport,179,No,Card,2026-01-27
951,25,Male,Economics,758,transport,76,No,UPI,2026-01-28
952,21,Non-binary,Economics,653,transport,84,No,Card,2026-01-01
953,21,Male,Computer Science,643,transport,182,No,UPI,2026-01-02
954,25,Male,Engineering,668,transport,88,No,Card,2026-01-03
955,25,Female,Psychology,645,transport,63,No,UPI,2026-01-04
956,20,Female,Psychology,1020,transport,162,No,Card,2026-01-05
957,20,Non-binary,Computer Science,1128,transport,65,No,UPI,2026-01-06
958,22,Male,Economics,1186,transport,59,No,Card,2026-01-07
959,23,Female,Psychology,528,transport,136,No,UPI,2026-01-08
960,25,Male,Computer Science,774,transport,75,No,Card,2026-01-09
961,22,Male,Economics,1236,transport,115,No,UPI,2026-01-10
962,24,Non-binary,Biology,938,transport,65,No,Card,2026-01-11
963,22,Non-binary,Computer Science,1169,transport,159,No,UPI,2026-01-12
964,25,Male,Computer Science,1061,transport,138,No,Card,2026-01-13
965,24,Non-binary,Economics,514,transport,84,No,UPI,2026-01-14
966,19,Male,Engineering,1015,transport,147,No,Card,2026-01-15
967,18,Male,Computer Science,743,transport,105,No,UPI,2026-01-16
968,21,Male,Engineering,913,transport,88,No,Card,2026-01-17
969,24,Non-binary,Engineering,1142,transport,166,No,UPI,2026-01-18
970,25,Female,Psychology,868,transport,120,No,Card,2026-01-19
971,19,Non-binary,Engineering,1464,transport,87,No,UPI,2026-01-20
972,21,Female,Psychology,1260,transport,62,No,Card,2026-01-21
973,19,Male,Computer Science,1326,transport,87,No,UPI,2026-01-22
974,18,Female,Computer Science,1219,transport,152,No,Card,2026-01-23
975,19,Non-binary,Computer Science,1038,transport,92,No,UPI,2026-01-24
976,25,Male,Biology,1418,transport,117,No,Card,2026-01-25
977,18,Female,Engineering,1385,transport,119,No,UPI,2026-01-26
978,23,Female,Computer Science,553,transport,135,No,Card,2026-01-27
979,20,Male,Economics,1013,transport,62,No,UPI,2026-01-28
980,18,Non-binary,Engineering,1019,transport,65,No,Card,2026-01-01
981,24,Non-binary,Computer Science,669,transport,59,No,UPI,2026-01-02
982,19,Female,Computer Science,933,transport,80,No,Card,2026-01-03
983,20,Female,Psychology,1166,transport,117,No,UPI,2026-01-04
984,25,Non-binary,Economics,1197,transport,186,No,Card,2026-01-05
985,19,Female,Biology,973,transport,93,No,UPI,2026-01-06
986,23,Female,Computer Science,1381,transport,142,No,Card,2026-01-07
987,22,Male,Psychology,1082,transport,131,No,UPI,2026-01-08
988,23,Male,Engineering,1160,transport,182,No,Card,2026-01-09
989,22,Female,Computer Science,1011,transport,187,No,UPI,2026-01-10
990,20,Non-binary,Psychology,1412,transport,119,No,Card,2026-01-11
991,24,Non-binary,Psychology,1391,transport,55,No,UPI,2026-01-12
992,20,Male,Economics,1293,transport,192,No,Card,2026-01-13
993,20,Male,Psychology,1380,transport,187,No,UPI,2026-01-14
994,22,Male,Psychology,764,transport,61,No,Card,2026-01-15
995,22,Female,Biology,1346,transport,194,No,UPI,2026-01-16
996,19,Female,Biology,1407,transport,52,No,Card,2026-01-17
997,20,Male,Economics,957,transport,139,No,UPI,2026-01-18
998,22,Non-binary,Economics,1174,transport,123,No,Card,2026-01-19
999,24,Non-binary,Computer Science,541,transport,191,No,UPI,2026-01-20
0,19,Non-binary,Psychology,958,entertainment,41,No,Card,2026-01-01
1,24,Female,Economics,1006,entertainment,74,No,UPI,2026-01-02
2,24,Non-binary,Economics,734,entertainment,130,No,Card,2026-01-03
3,23,Female,Computer Science,617,entertainment,99,No,UPI,2026-01-04
4,20,Female,Computer Science,810,entertainment,48,No,Card,2026-01-05
5,25,Non-binary,Computer Science,523,entertainment,73,No,UPI,2026-01-06
6,23,Female,Engineering,1354,entertainment,21,No,Card,2026-01-07
7,23,Female,Economics,631,entertainment,37,No,UPI,2026-01-08
8,22,Non-binary,Computer Science,1402,entertainment,123,No,Card,2026-01-09
9,18,Female,Computer Science,1423,entertainment,51,No,UPI,2026-01-10
10,23,Male,Biology,762,entertainment,98,No,Card,2026-01-11
11,25,Male,Engineering,1068,entertainment,57,No,UPI,2026-01-12
12,21,Male,Economics,719,entertainment,41,No,Card,2026-01-13
13,19,Female,Biology,1176,entertainment,20,No,UPI,2026-01-14
14,24,Non-binary,Economics,1496,entertainment,124,No,Card,2026-01-15
15,22,Non-binary,Computer Science,1227,entertainment,111,No,UPI,2026-01-16
16,23,Female,Psychology,1419,entertainment,76,No,Card,2026-01-17
17,21,Female,Computer Science,1454,entertainment,33,No,UPI,2026-01-18
18,19,Female,Psychology,1487,entertainment,75,No,Card,2026-01-19
19,20,Female,Engineering,1157,entertainment,57,No,UPI,2026-01-20
20,19,Male,Psychology,1180,entertainment,51,No,Card,2026-01-21
21,24,Male,Computer Science,516,entertainment,55,No,UPI,2026-01-22
22,18,Non-binary,Biology,1225,entertainment,37,No,Card,2026-01-23
23,24,Non-binary,Economics,582,entertainment,62,No,UPI,2026-01-24
24,19,Female,Economics,1062,entertainment,111,No,Card,2026-01-25
25,25,Female,Biology,1054,entertainment,95,No,UPI,2026-01-26
26,20,Male,Economics,667,entertainment,53,No,Card,2026-01-27
27,20,Female,Psychology,796,entertainment,127,No,UPI,2026-01-28
28,24,Non-binary,Psychology,905,entertainment,132,No,Card,2026-01-01
29,23,Non-binary,Engineering,531,entertainment,64,No,UPI,2026-01-02
30,23,Non-binary,Economics,1426,entertainment,146,No,Card,2026-01-03
31,23,Male,Psychology,1465,entertainment,119,No,UPI,2026-01-04
32,24,Non-binary,Computer Science,522,entertainment,123,No,Card,2026-01-05
33,25,Female,Economics,1338,entertainment,98,No,UPI,2026-01-06
34,23,Male,Biology,1363,entertainment,116,No,Card,2026-01-07
35,21,Male,Biology,1328,entertainment,74,No,UPI,2026-01-08
36,22,Male,Engineering,1350,entertainment,149,No,Card,2026-01-09
37,23,Non-binary,Computer Science,1309,entertainment,88,No,UPI,2026-01-10
38,21,Female,Biology,965,entertainment,49,No,Card,2026-01-11
39,20,Female,Engineering,600,entertainment,22,No,UPI,2026-01-12
40,24,Female,Engineering,605,entertainment,86,No,Card,2026-01-13
41,25,Male,Economics,804,entertainment,125,No,UPI,2026-01-14
42,23,Female,Economics,1274,entertainment,103,No,Card,2026-01-15
43,23,Male,Psychology,509,entertainment,57,No,UPI,2026-01-16
44,23,Female,Economics,1285,entertainment,32,No,Card,2026-01-17
45,18,Male,Computer Science,929,entertainment,129,No,UPI,2026-01-18
46,25,Non-binary,Psychology,1163,entertainment,102,No,Card,2026-01-19
47,19,Male,Psychology,1195,entertainment,113,No,UPI,2026-01-20
48,25,Male,Psychology,1036,entertainment,62,No,Card,2026-01-21
49,24,Female,Economics,588,entertainment,89,No,UPI,2026-01-22
50,20,Female,Engineering,1377,entertainment,45,No,Card,2026-01-23
51,21,Non-binary,Economics,1451,entertainment,31,No,UPI,2026-01-24
52,19,Male,Computer Science,669,entertainment,121,No,Card,2026-01-25
53,18,Male,Psychology,1294,entertainment,24,No,UPI,2026-01-26
54,24,Non-binary,Engineering,941,entertainment,32,No,Card,2026-01-27
55,22,Female,Engineering,1131,entertainment,145,No,UPI,2026-01-28
56,24,Non-binary,Computer Science,854,entertainment,47,No,Card,2026-01-01
57,20,Male,Economics,1158,entertainment,40,No,UPI,2026-01-02
58,25,Non-binary,Biology,668,entertainment,60,No,Card,2026-01-03
59,20,Female,Biology,695,entertainment,47,No,UPI,2026-01-04
